phone name, image source, price
Apple IPhone 15 Pro Max 512gb - Nano Sim - Natural Titanium, https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/0390262/1.jpg?0127, ₦ 2,250,000
Apple IPhone 15 Pro Max 512gb - Nano Sim - Blue Titanium, https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/0390262/1.jpg?9778, ₦ 3,300,000
Apple IPhone 13 Pro Max 6.7" Super Retina XDR Display With ProMotion, (6GB RAM + 512GB ROM), IOS 15, 5G, FaceTime - Gold, https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/122749/1.jpg?5260, ₦ 1,700,000
Apple IPhone 15 Pro Max 256gb - Nano Sim - Blue Titanium, https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/0390262/1.jpg?9046, ₦ 2,150,000
Apple IPhone 12 Pro Max - 6.7-Inch - 128GB ROM, 6GB RAM - 2815mAh, https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/3501422/1.jpg?0218, ₦ 780,000
Apple IPhone XR - 6.1" - 64GB ROM, 3GB RAM, 2942mAh - Blue, https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/0080172/1.jpg?3004, ₦ 760,000
Apple IPhone 13 - 6.1" - 128GB ROM, 4GB RAM, 3240mAh - White, https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/1880172/1.jpg?9411, ₦ 760,000
Apple IPhone 14 Pro Max 6.7" 256GB Nano Sim - Deep Purple, https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/0326212/1.jpg?8192, ₦ 1,475,000
Apple IPhone 13 Pro Max 6.7" Super Retina XDR Display With ProMotion, (6GB RAM + 512GB ROM) IOS 15, 5G, FaceTime - Sierra Blue, https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/978048/1.jpg?6377, ₦ 1,700,000
Apple IPhone 11 Pro Max - 6.5" - 4GB RAM, 64GB ROM - Gold, https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/0921472/1.jpg?3748, ₦ 760,000
Apple IPhone 12 Pro Max - 6.7" - 256GB ROM, 6GB RAM - IOS 14., https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/0615812/1.jpg?3830, ₦ 850,000
Apple Iphone 12 Pro Max 256GB - Gold, https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/310507/1.jpg?2993, ₦ 860,000
Apple IPhone 15 Pro 128gb - Nano Sim - Natural Titanium, https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/1390262/1.jpg?0776, ₦ 1,600,000
Apple IPHONE 12 PRO MAX  6.7" (12PM+12PM+12PM) 128+6GB RAM 3687mAh, https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/9969932/1.jpg?0370, ₦ 896,000
Apple IPhone 13 Pro 6.1 Inch (6GB RAM + 256GB ROM)- Blue, https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/122749/1.jpg?4523, ₦ 1,000,000
Apple IPhone 13 Pro Max - 6.7" - 6GB RAM, 256GB ROM, 5G - Blue, https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/6252472/1.jpg?9288, ₦ 1,100,000
Apple IPhone 13 Pro Max - 6.7" 256GB ROM, 6GB RAM, 4352mA -Silver, https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/6142172/1.jpg?5005, ₦ 1,070,000
